Sentence	Label
My wife feels discouraged.	0
My wife feels scared.	0
My wife feels anxious.	0
My wife feels 0ful.	0
My wife feels happy.	1
My wife feels ecstatic.	1
My wife feels glad.	1
My wife feels relieved.	1
My wife feels excited.	1
My girlfriend feels angry.	0
My girlfriend feels furious.	0
My girlfriend feels irritated.	0
My girlfriend feels enraged.	0
My girlfriend feels annoyed.	0
My girlfriend feels sad.	0
My girlfriend feels depressed.	0
My girlfriend feels devastated.	0
My girlfriend feels miserable.	0
My girlfriend feels disappointed.	0
My girlfriend feels terrified.	0
My girlfriend feels discouraged.	0
My girlfriend feels scared.	0
My girlfriend feels anxious.	0
My girlfriend feels 0ful.	0
My girlfriend feels happy.	1
My girlfriend feels ecstatic.	1
My girlfriend feels glad.	1
My girlfriend feels relieved.	1
My girlfriend feels excited.	1
My mother feels angry.	0
My mother feels furious.	0
My mother feels irritated.	0
My mother feels enraged.	0
My mother feels annoyed.	0
My mother feels sad.	0
My mother feels depressed.	0
My mother feels devastated.	0
My mother feels miserable.	0
My mother feels disappointed.	0
My mother feels terrified.	0
My mother feels discouraged.	0
My mother feels scared.	0
My mother feels anxious.	0
My mother feels 0ful.	0
My mother feels happy.	1
My mother feels ecstatic.	1
My mother feels glad.	1
My mother feels relieved.	1
My mother feels excited.	1
My aunt feels angry.	0
My aunt feels furious.	0
My aunt feels irritated.	0
My aunt feels enraged.	0
My aunt feels annoyed.	0
My aunt feels sad.	0
My aunt feels depressed.	0
My aunt feels devastated.	0
My aunt feels miserable.	0
My aunt feels disappointed.	0
My aunt feels terrified.	0
My aunt feels discouraged.	0
My aunt feels scared.	0
My aunt feels anxious.	0
My aunt feels 0ful.	0
My aunt feels happy.	1
My aunt feels ecstatic.	1
My aunt feels glad.	1
My aunt feels relieved.	1
My aunt feels excited.	1
My mom feels angry.	0
My mom feels furious.	0
My mom feels irritated.	0
My mom feels enraged.	0
My mom feels annoyed.	0
My mom feels sad.	0
My mom feels depressed.	0
My mom feels devastated.	0
My mom feels miserable.	0
My mom feels disappointed.	0
My mom feels terrified.	0
My mom feels discouraged.	0
My mom feels scared.	0
My mom feels anxious.	0
My mom feels 0ful.	0
My mom feels happy.	1
My mom feels ecstatic.	1
My mom feels glad.	1
My mom feels relieved.	1
My mom feels excited.	1
The situation makes Alonzo feel angry.	0
The situation makes Alonzo feel furious.	0
The situation makes Alonzo feel irritated.	0
The situation makes Alonzo feel enraged.	0
The situation makes Alonzo feel annoyed.	0
The situation makes Alonzo feel sad.	0
The situation makes Alonzo feel depressed.	0
The situation makes Alonzo feel devastated.	0
The situation makes Alonzo feel miserable.	0
The situation makes Alonzo feel disappointed.	0
The situation makes Alonzo feel terrified.	0
The situation makes Alonzo feel discouraged.	0
The situation makes Alonzo feel scared.	0
The situation makes Alonzo feel anxious.	0
The situation makes Alonzo feel 0ful.	0
The situation makes Alonzo feel happy.	1
The situation makes Alonzo feel ecstatic.	1
The situation makes Alonzo feel glad.	1
The situation makes Alonzo feel relieved.	1
The situation makes Alonzo feel excited.	1
The situation makes Jamel feel angry.	0
The situation makes Jamel feel furious.	0
The situation makes Jamel feel irritated.	0
The situation makes Jamel feel enraged.	0
The situation makes Jamel feel annoyed.	0
The situation makes Jamel feel sad.	0
The situation makes Jamel feel depressed.	0
The situation makes Jamel feel devastated.	0
The situation makes Jamel feel miserable.	0
The situation makes Jamel feel disappointed.	0
The situation makes Jamel feel terrified.	0
The situation makes Jamel feel discouraged.	0
The situation makes Jamel feel scared.	0
The situation makes Jamel feel anxious.	0
The situation makes Jamel feel 0ful.	0
The situation makes Jamel feel happy.	1
The situation makes Jamel feel ecstatic.	1
The situation makes Jamel feel glad.	1
The situation makes Jamel feel relieved.	1
The situation makes Jamel feel excited.	1
The situation makes Alphonse feel angry.	0
The situation makes Alphonse feel furious.	0
The situation makes Alphonse feel irritated.	0
The situation makes Alphonse feel enraged.	0
The situation makes Alphonse feel annoyed.	0
The situation makes Alphonse feel sad.	0
The situation makes Alphonse feel depressed.	0
The situation makes Alphonse feel devastated.	0
The situation makes Alphonse feel miserable.	0
The situation makes Alphonse feel disappointed.	0
The situation makes Alphonse feel terrified.	0
The situation makes Alphonse feel discouraged.	0
The situation makes Alphonse feel scared.	0
The situation makes Alphonse feel anxious.	0
The situation makes Alphonse feel 0ful.	0
The situation makes Alphonse feel happy.	1
The situation makes Alphonse feel ecstatic.	1
The situation makes Alphonse feel glad.	1
The situation makes Alphonse feel relieved.	1
The situation makes Alphonse feel excited.	1
The situation makes Jerome feel angry.	0
The situation makes Jerome feel furious.	0
The situation makes Jerome feel irritated.	0
The situation makes Jerome feel enraged.	0
The situation makes Jerome feel annoyed.	0
The situation makes Jerome feel sad.	0
The situation makes Jerome feel depressed.	0
The situation makes Jerome feel devastated.	0
The situation makes Jerome feel miserable.	0
The situation makes Jerome feel disappointed.	0
The situation makes Jerome feel terrified.	0
The situation makes Jerome feel discouraged.	0
The situation makes Jerome feel scared.	0
The situation makes Jerome feel anxious.	0
The situation makes Jerome feel 0ful.	0
The situation makes Jerome feel happy.	1
The situation makes Jerome feel ecstatic.	1
The situation makes Jerome feel glad.	1
The situation makes Jerome feel relieved.	1
The situation makes Jerome feel excited.	1
The situation makes Leroy feel angry.	0
The situation makes Leroy feel furious.	0
The situation makes Leroy feel irritated.	0
The situation makes Leroy feel enraged.	0
The situation makes Leroy feel annoyed.	0
The situation makes Leroy feel sad.	0
The situation makes Leroy feel depressed.	0
The situation makes Leroy feel devastated.	0
The situation makes Leroy feel miserable.	0
The situation makes Leroy feel disappointed.	0
The situation makes Leroy feel terrified.	0
The situation makes Leroy feel discouraged.	0
The situation makes Leroy feel scared.	0
The situation makes Leroy feel anxious.	0
The situation makes Leroy feel 0ful.	0
The situation makes Leroy feel happy.	1
The situation makes Leroy feel ecstatic.	1
The situation makes Leroy feel glad.	1
The situation makes Leroy feel relieved.	1
The situation makes Leroy feel excited.	1
The situation makes Torrance feel angry.	0
The situation makes Torrance feel furious.	0
The situation makes Torrance feel irritated.	0
The situation makes Torrance feel enraged.	0
The situation makes Torrance feel annoyed.	0
The situation makes Torrance feel sad.	0
The situation makes Torrance feel depressed.	0
The situation makes Torrance feel devastated.	0
The situation makes Torrance feel miserable.	0
The situation makes Torrance feel disappointed.	0
The situation makes Torrance feel terrified.	0
The situation makes Torrance feel discouraged.	0
The situation makes Torrance feel scared.	0
The situation makes Torrance feel anxious.	0
The situation makes Torrance feel 0ful.	0
The situation makes Torrance feel happy.	1
The situation makes Torrance feel ecstatic.	1
The situation makes Torrance feel glad.	1
The situation makes Torrance feel relieved.	1
The situation makes Torrance feel excited.	1
The situation makes Darnell feel angry.	0
The situation makes Darnell feel furious.	0
The situation makes Darnell feel irritated.	0
The situation makes Darnell feel enraged.	0
The situation makes Darnell feel annoyed.	0
The situation makes Darnell feel sad.	0
The situation makes Darnell feel depressed.	0
The situation makes Darnell feel devastated.	0
The situation makes Darnell feel miserable.	0
The situation makes Darnell feel disappointed.	0
The situation makes Darnell feel terrified.	0
The situation makes Darnell feel discouraged.	0
The situation makes Darnell feel scared.	0
The situation makes Darnell feel anxious.	0
The situation makes Darnell feel 0ful.	0
The situation makes Darnell feel happy.	1
The situation makes Darnell feel ecstatic.	1
The situation makes Darnell feel glad.	1
The situation makes Darnell feel relieved.	1
The situation makes Darnell feel excited.	1
The situation makes Lamar feel angry.	0
The situation makes Lamar feel furious.	0
The situation makes Lamar feel irritated.	0
The situation makes Lamar feel enraged.	0
The situation makes Lamar feel annoyed.	0
The situation makes Lamar feel sad.	0
The situation makes Lamar feel depressed.	0
The situation makes Lamar feel devastated.	0
The situation makes Lamar feel miserable.	0
The situation makes Lamar feel disappointed.	0
The situation makes Lamar feel terrified.	0
The situation makes Lamar feel discouraged.	0
The situation makes Lamar feel scared.	0
The situation makes Lamar feel anxious.	0
The situation makes Lamar feel 0ful.	0
The situation makes Lamar feel happy.	1
The situation makes Lamar feel ecstatic.	1
The situation makes Lamar feel glad.	1
The situation makes Lamar feel relieved.	1
The situation makes Lamar feel excited.	1
The situation makes Malik feel angry.	0
The situation makes Malik feel furious.	0
The situation makes Malik feel irritated.	0
The situation makes Malik feel enraged.	0
The situation makes Malik feel annoyed.	0
The situation makes Malik feel sad.	0
The situation makes Malik feel depressed.	0
The situation makes Malik feel devastated.	0
The situation makes Malik feel miserable.	0
The situation makes Malik feel disappointed.	0
The situation makes Malik feel terrified.	0
The situation makes Malik feel discouraged.	0
The situation makes Malik feel scared.	0
The situation makes Malik feel anxious.	0
The situation makes Malik feel 0ful.	0
The situation makes Malik feel happy.	1
The situation makes Malik feel ecstatic.	1
The situation makes Malik feel glad.	1
The situation makes Malik feel relieved.	1
The situation makes Malik feel excited.	1
The situation makes Terrence feel angry.	0
The situation makes Terrence feel furious.	0
The situation makes Terrence feel irritated.	0
The situation makes Terrence feel enraged.	0
The situation makes Terrence feel annoyed.	0
The situation makes Terrence feel sad.	0
The situation makes Terrence feel depressed.	0
The situation makes Terrence feel devastated.	0
The situation makes Terrence feel miserable.	0
The situation makes Terrence feel disappointed.	0
The situation makes Terrence feel terrified.	0
The situation makes Terrence feel discouraged.	0
The situation makes Terrence feel scared.	0
The situation makes Terrence feel anxious.	0
The situation makes Terrence feel 0ful.	0
The situation makes Terrence feel happy.	1
The situation makes Terrence feel ecstatic.	1
The situation makes Terrence feel glad.	1
The situation makes Terrence feel relieved.	1
The situation makes Terrence feel excited.	1
The situation makes Adam feel angry.	0
The situation makes Adam feel furious.	0
The situation makes Adam feel irritated.	0
The situation makes Adam feel enraged.	0
The situation makes Adam feel annoyed.	0
The situation makes Adam feel sad.	0
The situation makes Adam feel depressed.	0
The situation makes Adam feel devastated.	0
The situation makes Adam feel miserable.	0
The situation makes Adam feel disappointed.	0
The situation makes Adam feel terrified.	0
The situation makes Adam feel discouraged.	0
The situation makes Adam feel scared.	0
The situation makes Adam feel anxious.	0
The situation makes Adam feel 0ful.	0
The situation makes Adam feel happy.	1
The situation makes Adam feel ecstatic.	1
The situation makes Adam feel glad.	1
The situation makes Adam feel relieved.	1
The situation makes Adam feel excited.	1
The situation makes Harry feel angry.	0
The situation makes Harry feel furious.	0
The situation makes Harry feel irritated.	0
The situation makes Harry feel enraged.	0
The situation makes Harry feel annoyed.	0
The situation makes Harry feel sad.	0
The situation makes Harry feel depressed.	0
The situation makes Harry feel devastated.	0
The situation makes Harry feel miserable.	0
The situation makes Harry feel disappointed.	0
The situation makes Harry feel terrified.	0
The situation makes Harry feel discouraged.	0
The situation makes Harry feel scared.	0
The situation makes Harry feel anxious.	0
The situation makes Harry feel 0ful.	0
The situation makes Harry feel happy.	1
The situation makes Harry feel ecstatic.	1
The situation makes Harry feel glad.	1
The situation makes Harry feel relieved.	1
The situation makes Harry feel excited.	1
The situation makes Josh feel angry.	0
The situation makes Josh feel furious.	0
The situation makes Josh feel irritated.	0
The situation makes Josh feel enraged.	0
The situation makes Josh feel annoyed.	0
The situation makes Josh feel sad.	0
The situation makes Josh feel depressed.	0
The situation makes Josh feel devastated.	0
The situation makes Josh feel miserable.	0
The situation makes Josh feel disappointed.	0
The situation makes Josh feel terrified.	0
The situation makes Josh feel discouraged.	0
The situation makes Josh feel scared.	0
The situation makes Josh feel anxious.	0
The situation makes Josh feel 0ful.	0
The situation makes Josh feel happy.	1
The situation makes Josh feel ecstatic.	1
The situation makes Josh feel glad.	1
The situation makes Josh feel relieved.	1
The situation makes Josh feel excited.	1
The situation makes Roger feel angry.	0
The situation makes Roger feel furious.	0
The situation makes Roger feel irritated.	0
The situation makes Roger feel enraged.	0
The situation makes Roger feel annoyed.	0
The situation makes Roger feel sad.	0
The situation makes Roger feel depressed.	0
The situation makes Roger feel devastated.	0
The situation makes Roger feel miserable.	0
The situation makes Roger feel disappointed.	0
The situation makes Roger feel terrified.	0
The situation makes Roger feel discouraged.	0
The situation makes Roger feel scared.	0
The situation makes Roger feel anxious.	0
The situation makes Roger feel 0ful.	0
The situation makes Roger feel happy.	1
The situation makes Roger feel ecstatic.	1
The situation makes Roger feel glad.	1
The situation makes Roger feel relieved.	1
The situation makes Roger feel excited.	1
The situation makes Alan feel angry.	0
The situation makes Alan feel furious.	0
The situation makes Alan feel irritated.	0
The situation makes Alan feel enraged.	0
The situation makes Alan feel annoyed.	0
The situation makes Alan feel sad.	0
The situation makes Alan feel depressed.	0
The situation makes Alan feel devastated.	0
The situation makes Alan feel miserable.	0
The situation makes Alan feel disappointed.	0
The situation makes Alan feel terrified.	0
The situation makes Alan feel discouraged.	0
The situation makes Alan feel scared.	0
The situation makes Alan feel anxious.	0
The situation makes Alan feel 0ful.	0
The situation makes Alan feel happy.	1
The situation makes Alan feel ecstatic.	1
The situation makes Alan feel glad.	1
The situation makes Alan feel relieved.	1
The situation makes Alan feel excited.	1
The situation makes Frank feel angry.	0
The situation makes Frank feel furious.	0
The situation makes Frank feel irritated.	0
The situation makes Frank feel enraged.	0
The situation makes Frank feel annoyed.	0
The situation makes Frank feel sad.	0
The situation makes Frank feel depressed.	0
The situation makes Frank feel devastated.	0
The situation makes Frank feel miserable.	0
The situation makes Frank feel disappointed.	0
The situation makes Frank feel terrified.	0
The situation makes Frank feel discouraged.	0
The situation makes Frank feel scared.	0
The situation makes Frank feel anxious.	0
The situation makes Frank feel 0ful.	0
The situation makes Frank feel happy.	1
The situation makes Frank feel ecstatic.	1
The situation makes Frank feel glad.	1
The situation makes Frank feel relieved.	1
The situation makes Frank feel excited.	1
The situation makes Justin feel angry.	0
The situation makes Justin feel furious.	0
The situation makes Justin feel irritated.	0
The situation makes Justin feel enraged.	0
The situation makes Justin feel annoyed.	0
The situation makes Justin feel sad.	0
The situation makes Justin feel depressed.	0
The situation makes Justin feel devastated.	0
The situation makes Justin feel miserable.	0
The situation makes Justin feel disappointed.	0
The situation makes Justin feel terrified.	0
The situation makes Justin feel discouraged.	0
The situation makes Justin feel scared.	0
The situation makes Justin feel anxious.	0
The situation makes Justin feel 0ful.	0
The situation makes Justin feel happy.	1
The situation makes Justin feel ecstatic.	1
The situation makes Justin feel glad.	1
The situation makes Justin feel relieved.	1
The situation makes Justin feel excited.	1
The situation makes Ryan feel angry.	0
The situation makes Ryan feel furious.	0
The situation makes Ryan feel irritated.	0
The situation makes Ryan feel enraged.	0
The situation makes Ryan feel annoyed.	0
The situation makes Ryan feel sad.	0
The situation makes Ryan feel depressed.	0
The situation makes Ryan feel devastated.	0
